ID,Accession Number,Author-Supplied Keywords,Authors,Company/Entity,Cut and Paste,DOI,Document Type,Full Text Word Count,Geographic Terms,ISSN,Notes,People,Publication Model,Reviews & Products,Source,Subject Terms,Title,UR,Full Text (y/n)
PT-0024,173946704,Barack Obama Donald J. Trump fictionality fictionality End Page 258 metanoia presidential rhetoric public sphere,"Iversen, Stefan",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173946704&site=ehost-live&scope=site"">Nimble Navigation: Narrative, Fictionality, and Metanoic Reflexivity in Presidential Rhetoric.</A> *Database: * Academic Search Premier",10.1353/nar.2021.0014,Article,7949,,1063-3685,,"TRUMP, Donald, 1946- OBAMA, Barack, 1961-",,,"Narrative. May2021, Vol. 29 Issue 2, p258-274. 17p.",*NARRATIVES *RHETORIC *PUBLIC sphere,"Nimble Navigation: Narrative, Fictionality, and Metanoic Reflexivity in Presidential Rhetoric.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173946704&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173946704&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=173946704&site=ehost-live&scope=site>,y
PT-0025,142038298,ignorance knowledge post‐truth power science technology,"Kempner, Joanna^1 (AUTHOR)jkempner@rutgers.edu",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=142038298&site=ehost-live&scope=site"">Post‐ Truth and the Production of Ignorance.</A> *Database: * Academic Search Premier",10.1111/socf.12576,Article,2976,,0884-8971,,,,,"Sociological Forum. Mar2020, Vol. 35 Issue 1, p234-240. 7p.",*TWENTY-first century *FORUMS,Post‐Truth and the Production of Ignorance.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=142038298&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=142038298&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=142038298&site=ehost-live&scope=site>,y
PT-0026,156475070,co-individuation critical pedagogy digital humanities hermeneutics mythopoeisis Negentropy,"Goetz, Greta^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156475070&site=ehost-live&scope=site"">A song of teaching with free software in the Anthropocene.</A> *Database: * Academic Search Premier",10.1080/00131857.2021.1962706,Article,,,0013-1857,,"STIEGLER, Bernard",,,"Educational Philosophy & Theory. May2022, Vol. 54 Issue 5, p545-556. 12p.",*DIGITAL humanities *CRITICAL pedagogy *ANTHROPOCENE Epoch *HERMENEUTICS,A song of teaching with free software in the Anthropocene.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156475070&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156475070&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156475070&site=ehost-live&scope=site>,y
PT-0027,152008336,deliberation democracy Freedom of speech higher education toleration,"Leiviskä, Anniina^1",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008336&site=ehost-live&scope=site"">A discourse theoretical model for determining the limits of free speech on campus.</A> *Database: * Academic Search Premier",10.1080/00131857.2020.1814256,Article,7207,,0013-1857,,,,,"Educational Philosophy & Theory. Oct2021, Vol. 53 Issue 11, p1171-1182. 12p.",*STUDENT speech *FREEDOM of speech *STUDENT rights *SPEECH codes in universities & colleges *HIGHER education,A discourse theoretical model for determining the limits of free speech on campus.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008336&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008336&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=152008336&site=ehost-live&scope=site>,y
PT-0028,135935439,Cassavetes Cathy Lomax cinema painting scene self,"O'Kane, Paul^1 (AUTHOR)pok@okpaul.com",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135935439&site=ehost-live&scope=site"">Painting the scene of the self: the art of Cathy Lomax.</A> *Database: * Academic Search Premier",10.1080/14702029.2018.1479939,Article,,,1470-2029,,"LOMAX, Cathy CASSAVETES, John, 1929-1989",,OPENING Night (Film),"Journal of Visual Art Practice. Mar2019, Vol. 18 Issue 1, p19-36. 18p. 9 Color Photographs, 2 Black and White Photographs.",*MOTION pictures in art *ART & motion pictures *WOMEN painters *MIXED media (Art) *WOMEN in art,Painting the scene of the self: the art of Cathy Lomax.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135935439&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135935439&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135935439&site=ehost-live&scope=site>,y
PT-0029,135750691,Computer security Encoding Ethics Government policies Guidelines Law Social implications of technology,"Berghel, Hal^1 (AUTHOR)hlb@computer.org",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135750691&site=ehost-live&scope=site"">Codes of Ethics in a Post-Truth World.</A> *Database: * Academic Search Premier",10.1109/MC.2019.2897496,Article,,,0018-9162,,,,,"Computer (00189162). Mar2019, Vol. 52 Issue 3, p76-80. 5p.",*ETHICS *CODES of ethics *GOVERNMENT policy *COMPUTER industry *SOCIAL impact,Codes of Ethics in a Post-Truth World.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135750691&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135750691&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=135750691&site=ehost-live&scope=site>,n
PT-0030,161909852,epistemic cognition post-truth science instruction science pedagogy science teaching,"Bellocchi, Alberto^1,2 Davis, James^1,2 Mills, Reece^1,2 Arthars, Natasha^1,2 Appanna, Subhashni^1,2",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161909852&site=ehost- live&scope=site"">Preparing Australian Science Students for the Post- Truth World: Research-Based Pedagogies for Developing Student’s Epistemic Cognition.</A> *Database: * Academic Search Premier",,Article,,,1449-6313,,,,,"Teaching Science: The Journal of the Australian Science Teachers Association. Dec2022, Vol. 68 Issue 4, p35-52. 18p.",,Preparing Australian Science Students for the Post-Truth World: Research-Based Pedagogies for Developing Student’s Epistemic Cognition.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161909852&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161909852&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161909852&site=ehost-live&scope=site>,n
PT-0031,147951011,academic conferences carbon footprint sustainability sustainable geography,"Kielland, Ingrid Marie^1 (AUTHOR)ingrid.marie.kielland@uit.no",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=147951011&site=ehost- live&scope=site"">Sustainable geography in theory or in practice? Reflections from a participant at NGM 2019.</A> *Database: * Academic Search Premier",10.1080/00291951.2020.1853807,Article,,,0029-1951,,,,,"Norwegian Journal of Geography. Dec2020, Vol. 74 Issue 5, p321-327. 7p.",*ACADEMIC conferences *ECOLOGICAL impact *EMAIL *GEOGRAPHY *POUND sterling,Sustainable geography in theory or in practice? Reflections from a participant at NGM 2019.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=147951011&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=147951011&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=147951011&site=ehost-live&scope=site>,y
PT-0032,150638100,Estonia identity Latvia media popular geopolitics reception Russians,"Vihalemm, Triin^1 (AUTHOR)triin.vihalemm@ut.ee Juzefovičs, Jānis^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638100&site=ehost-live&scope=site"">Sense- making of conflicting political news among Baltic Russian-speaking audiences.</A> *Database: * Academic Search Premier",10.1080/14608944.2020.1723512,Article,12013,LATVIA ESTONIA RUSSIA,1460-8944,,,,,"National Identities. Jul2021, Vol. 23 Issue 3, p253-275. 23p.",*GEOPOLITICS *SKEPTICISM *HEGEMONY *SUSPICION *QUALITATIVE research *OBJECTIVITY,Sense-making of conflicting political news among Baltic Russian- speaking audiences.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638100&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638100&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=150638100&site=ehost-live&scope=site>,y
PT-0033,161064024,(neo)pragmatism Giorgio Agamben John Dewey potentiality study practices thinking,"Vlieghe, Joris^1 (AUTHOR)joris.vlieghe@kuleuven.be",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161064024&site=ehost-live&scope=site"">In the Lap of Collective Impotentiality: Reexamining a Pragmatic Account of Thinking Through an Agambenian Lens.</A> *Database: * Academic Search Premier",10.1111/edth.12542,Article,,,0013-2004,Journal available in UVA libraries,"AGAMBEN, Giorgio, 1942- DEWEY, John, 1859-1952",,,"Educational Theory. Aug2022, Vol. 72 Issue 4, p473-490. 18p.",*POSTHUMANISM *ARGUMENT *SCHOLARS *CRISES *PRAGMATISM,In the Lap of Collective Impotentiality: Reexamining a Pragmatic Account of Thinking Through an Agambenian Lens.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161064024&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161064024&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=161064024&site=ehost-live&scope=site>,y
PT-0034,156806325,crisis communication organization‐public relationships (OPRs) satisfaction strategic management trust,"Cheng, Yang^1 (AUTHOR)ccylove2010@gmail.com Funkhouser, Caroline^1 (AUTHOR) Raabe, Tessa^1 (AUTHOR) Cross, Rebecca^1 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156806325&site=ehost- live&scope=site"">Examining organization‐public relationships in crises: A thematic meta‐analysis of updated literature from 1997 to 2019.</A> *Database: * Academic Search Premier",10.1111/1468-5973.12370,Article,9823,,0966-0879,,,,,"Journal of Contingencies & Crisis Management. Jun2022, Vol. 30 Issue 2, p148-160. 13p.",*PUBLIC relations *CRISIS management *CRISIS communication *CRISES *BUSINESS communication,Examining organization‐public relationships in crises: A thematic meta‐analysis of updated literature from 1997 to 2019.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156806325&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156806325&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=156806325&site=ehost-live&scope=site>,y
PT-0035,145036175,,"Chinn, Clark A.^1 (AUTHOR)clark.chinn@gse.rutgers.edu Barzilai, Sarit^2 (AUTHOR) Duncan, Ravit Golan^1,3 (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145036175&site=ehost- live&scope=site"">Disagreeing about how to know: The instructional value of explorations into knowing.</A> *Database: * Academic Search Premier",10.1080/00461520.2020.1786387,Article,11848,,0046-1520,,,,,"Educational Psychologist. Jul-Sep2020, Vol. 55 Issue 3, p167-180. 14p. 2 Charts.",*EMPIRICAL research,Disagreeing about how to know: The instructional value of explorations into knowing.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145036175&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145036175&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=145036175&site=ehost-live&scope=site>,y
PT-0036,162202502,,"Buskell, Andrew^1 (AUTHOR) Etieyibo, Edwin^2 (AUTHOR) Kendig, Catherine^3 (AUTHOR) Uchôa, Raphael^4 (AUTHOR) Wilson, Robert A.^5 (AUTHOR)rwilson.robert@gmail.com",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162202502&site=ehost-live&scope=site"">How to Think with the Global South.</A> *Database: * Academic Search Premier",10.1017/psa.2022.89,Article,4309,,0031-8248,,,,,"Philosophy of Science. Jan2023, Vol. 90 Issue 1, p209-217. 9p.",*PHILOSOPHY of science *SOCIAL theory *INDIGENOUS psychology *SCIENTIFIC knowledge *SUSTAINABILITY DEVELOPING countries,How to Think with the Global South.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162202502&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162202502&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=162202502&site=ehost-live&scope=site>,y
PT-0037,160589300,Alex Janvier art public hockey public art réconciliation reconciliation survivance art public réconciliation Language of Keywords: English; French,"Davidson, Judy Scherer, Jay Kafara, Rylan",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160589300&site=ehost-live&scope=site"">Alex Janvier's Iron Foot Place: Indigenous Public Art, Survivance, and Settler Reconciliation in Edmonton's Rogers Place.</A> *Database: * Academic Search Premier",10.3138/jcs-2021-0017,Article,12223,,0021-9495,,"JANVIER, Alex",,,"Journal of Canadian Studies. Nov2022, Vol. 56 Issue 3, p468-494. 27p.",*PUBLIC art *RECONCILIATION *SOVEREIGNTY *IMPERIALISM,"Alex Janvier's Iron Foot Place: Indigenous Public Art, Survivance, and Settler Reconciliation in Edmonton's Rogers Place.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160589300&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160589300&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160589300&site=ehost-live&scope=site>,y
PT-0038,160253792,,"Robertson, David G. (AUTHOR)",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160253792&site=ehost-live&scope=site"">Crippled Epistemologies: Conspiracy Theories, Religion, and Knowledge.</A> *Database: * Academic Search Premier",,Article,8348,,0037-783X,,,,,"Social Research. Fall2022, Vol. 89 Issue 3, p651-677. 27p.",*CONSPIRACY theories *THEORY of knowledge *HUMAN behavior *RELIGIONS *CULTS *SCIENTIFIC knowledge,"Crippled Epistemologies: Conspiracy Theories, Religion, and Knowledge.",https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160253792&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160253792&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=160253792&site=ehost-live&scope=site>,y
PT-0039,174044780,adult education constructivism humanism model pragmatism self-directed learning self-regulation teaching and learning,"Morris, Thomas Howard^1 (AUTHOR)t.morris@bathspa.ac.uk",,"<A href=""https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174044780&site=ehost-live&scope=site"">Four Dimensions of Self-Directed Learning: A Fundamental Meta-Competence in a Changing World.</A> *Database: * Academic Search Premier",10.1177/07417136231217453,Article,,,0741-7136,,,Ahead of Print,,"Adult Education Quarterly. Dec2023, p1.",,Four Dimensions of Self-Directed Learning: A Fundamental Meta- Competence in a Changing World.,https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174044780&site=ehost-live&scope=site *Persistent link to this record (Permalink): * https://search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174044780&site=ehost-live&scope=site <https:// search-ebscohost-com.proxy.uba.uva.nl/login.aspx? direct=true&db=aph&AN=174044780&site=ehost-live&scope=site>,n
